"Address","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Closest Near Duplicate Match","No. Near Duplicates","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","Total Language Errors","Spelling Errors","Grammar Errors","Language","Hash","Indexability","Indexability Status"
"https://magicworksitsolutions.com/blog/the-startups-digital-rewire-how-a-top-digital-marketing-company-fuels-sustainable-growth","6846","1023","6.692","60.970","Normal","","","","","","","","","","en","a7c1517a9524eb30d1dfa1b28089d63e","Indexable",""
"https://magicworksitsolutions.com/blog/ai-lead-qualification-b2b-india-sales-heads-2026","7498","1085","6.911","63.951","Normal","","","","","","","","","","en","bcae470a3ad1f0f4fd1791446e08e00a","Indexable",""
"https://magicworksitsolutions.com/blog/the-ultimate-guide-to-hiring-the-best-digital-marketing-agency","7732","1126","6.867","50.097","Fairly Hard","","","","","","","","","","en","615525ab6fc060e098c244eaf2e611dc","Indexable",""
"https://magicworksitsolutions.com/blog/9-essential-steps-to-start-your-online-business","4170","714","5.840","58.243","Fairly Hard","","","","","","","","","","en","fef79d0b7916ea99a68d931fca83d42b","Indexable",""
"https://magicworksitsolutions.com/blog/indian-b2b-marketing-strategy-gap-explained","8697","1307","6.654","57.836","Fairly Hard","","","","","","","","","","en","5ddc6a102d1292f8f3cf9dc5f7c74211","Indexable",""
"https://magicworksitsolutions.com/blog/how-performance-marketing-agencies-help-brands-move-from-spend-to-scale","6865","1013","6.777","53.592","Fairly Hard","","","","","","","","","","en","42b302dde4345c671d070bfbe7bbc37f","Indexable",""
"https://magicworksitsolutions.com/blog/strengthen-your-content-strategy-with-customer-input","8763","1190","7.364","56.536","Fairly Hard","","","","","","","","","","en","86bf82d4c558fa699bfd64e75fb0e534","Indexable",""
"https://magicworksitsolutions.com/blog/geo-for-indian-businesses-2026","5117","832","6.150","61.119","Normal","","","","","","","","","","en","3fd03d5cff3481e73d135f6630c62b8f","Indexable",""
"https://magicworksitsolutions.com/services/digital-marketing/site-performance-conversion","420","74","5.676","77.196","Fairly Easy","","","","","","","","","","en","b7b545b7ec3173512be58ad9d2832fb3","Indexable",""
"https://magicworksitsolutions.com/services/digital-marketing/linkedin-organic-social","371","70","5.300","58.023","Fairly Hard","","","","","","","","","","en","c4495a18d568d8ae270d9516d4594f9e","Indexable",""
"https://magicworksitsolutions.com/work/simplidistance-mba-enrollments","247","46","5.370","35.953","Hard","","","","","","","","","","en","66f1fe5ac658bdd8b933e8f545ca3c8c","Indexable",""
"https://magicworksitsolutions.com/blog/the-essential-guide-to-social-media-marketing-dos-and-donts","9513","1388","6.854","46.010","Hard","","","","","","","","","","en","8afb37037a4f23a73ec87bc8182e2ec7","Indexable",""
"https://magicworksitsolutions.com/services/digital-marketing/google-ads-search-marketing","405","75","5.400","69.754","Normal","","","","","","","","","","en","225e372b7f94a887d2c99489249dcd35","Indexable",""
"https://magicworksitsolutions.com/services/digital-marketing/email-marketing","380","69","5.507","60.097","Normal","","","","","","","","","","en","57c5253df1f8372d7b67c488db84aea8","Indexable",""
"https://magicworksitsolutions.com/services/digital-marketing/meta-ads","405","82","4.939","50.169","Fairly Hard","","","","","","","","","","en","16496c5b2230a1d442dc9c7e7c555afa","Indexable",""
"https://magicworksitsolutions.com/services/digital-marketing/thought-leadership-geo","433","77","5.623","55.568","Fairly Hard","","","","","","","","","","en","9c26e89a8acfc3944cb30b68e8fabbfc","Indexable",""
"https://magicworksitsolutions.com/services/digital-marketing/youtube-video-optimisation","362","70","5.171","63.702","Normal","","","","","","","","","","en","a2eb46a38ac3122e4bd2595784979bc0","Indexable",""
"https://magicworksitsolutions.com/services/digital-marketing/gmb-optimisation","347","65","5.338","55.134","Fairly Hard","","","","","","","","","","en","d759e6c932ab65ef7e77737df10c8b79","Indexable",""
"https://magicworksitsolutions.com/services/digital-marketing/full-funnel-programme","457","88","5.193","62.909","Normal","","","","","","","","","","en","7544b3573da28fd7e0e7023814d8916a","Indexable",""
"https://magicworksitsolutions.com/group","328","55","5.964","69.755","Normal","","","","","","","","","","en","751105b15119606db2efd149b4850be5","Indexable",""
"https://magicworksitsolutions.com/services/ai-consultation/embedded-advisor","387","75","5.160","63.439","Normal","","","","","","","","","","en","81196a372603133fdf3a9029de1c7ccf","Indexable",""
"https://magicworksitsolutions.com/tools/ai-readiness-assessment","254","40","6.350","67.494","Normal","","","","","","","","","","en","54932f6d59cdb670be97aafd0831b77a","Indexable",""
"https://magicworksitsolutions.com/services/digital-marketing/seo-aeo","430","85","5.059","54.339","Fairly Hard","","","","","","","","","","en","edf3ca4e9aaa106def674f426bc0d974","Indexable",""
"https://magicworksitsolutions.com/services/ai-consultation/workshop","372","69","5.391","61.955","Normal","","","","","","","","","","en","e834404b50f85035ad94d98b2048e627","Indexable",""
"https://magicworksitsolutions.com/services/ai-consultation/vendor-sprint","387","70","5.529","67.000","Normal","","","","","","","","","","en","f7d1a897d0085690895680479ca5e406","Indexable",""
"https://magicworksitsolutions.com/careers/web-developer-full-stack","445","97","4.588","62.066","Normal","","","","","","","","","","en","3d46b77b0731bed6143e168ce7384754","Indexable",""
"https://magicworksitsolutions.com/careers/seo-aeo-geo-intern","397","71","5.592","66.695","Normal","","","","","","","","","","en","af85c85edc93710a7a2eabd2a70e5f44","Indexable",""
"https://magicworksitsolutions.com/services/ai-consultation/process-audit","689","128","5.383","62.745","Normal","","","","","","","","","","en","86872c86dda1b768e537258df5cf89c9","Indexable",""
"https://magicworksitsolutions.com/careers/digital-marketing-intern","288","59","4.881","58.824","Fairly Hard","","","","","","","","","","en","e6f65831b126e859eec9bdae3453600c","Indexable",""
"https://magicworksitsolutions.com/careers/performance-marketing-executive","352","72","4.889","63.677","Normal","","","","","","","","","","en","dbff5712aeda699eb44bc75d43f687a8","Indexable",""
"https://magicworksitsolutions.com/careers/sales-executive-ai-product","395","72","5.486","66.977","Normal","","","","","","","","","","en","c9d882c4faefd356672cbedfdd33e9cf","Indexable",""
"https://magicworksitsolutions.com/careers/digital-marketing-sales-executive","390","74","5.270","55.063","Fairly Hard","","","","","","","","","","en","b521b96c116f459a355c9410dcbb3fc1","Indexable",""
"https://magicworksitsolutions.com/insights/reports/platform-strategy-checklist","629","100","6.290","79.401","Fairly Easy","","","","","","","","","","en","fd46bfb653400eb0b6c9bf3ff7d1fac6","Indexable",""
"https://magicworksitsolutions.com/careers/nextjs-developer","651","136","4.787","47.201","Hard","","","","","","","","","","en","82a1ca2603562dbb519b810fca793c35","Indexable",""
"https://magicworksitsolutions.com/careers/seo-executive","387","78","4.962","65.827","Normal","","","","","","","","","","en","74deb3c3783af8f7cb79f94973072fe2","Indexable",""
"https://magicworksitsolutions.com/careers/digital-marketing-manager","392","79","4.962","60.655","Normal","","","","","","","","","","en","f03f308aa1c3bd23d9972bd94046a16f","Indexable",""
"https://magicworksitsolutions.com/insights/reports/ai-readiness-playbook","610","101","6.040","80.046","Easy","","","","","","","","","","en","2ae605849ec244a534f0abf2be693104","Indexable",""
"https://magicworksitsolutions.com/insights/reports/ai-native-website-spec-sheet","651","102","6.382","82.229","Easy","","","","","","","","","","en","4580d29ce94c7973b0968c2820d071f2","Indexable",""
"https://magicworksitsolutions.com/insights/reports/ai-search-visibility-playbook","629","100","6.290","75.097","Fairly Easy","","","","","","","","","","en","b18b69b22fa283347d95b914a242bdae","Indexable",""
"https://magicworksitsolutions.com/insights/reports/manufacturers-growth-playbook","597","103","5.796","69.588","Normal","","","","","","","","","","en","9128b7a0d050b16535414ac3c55a6446","Indexable",""
"https://magicworksitsolutions.com/insights/reports/ai-for-professional-services","603","104","5.798","69.490","Normal","","","","","","","","","","en","364403458b872ca791dabe1018fa703f","Indexable",""
"https://magicworksitsolutions.com/authors/swapnil-ughade","239","45","5.311","60.208","Normal","","","","","","","","","","en","f0ce886b5009e5314e0ae262d51fecf9","Indexable",""
