"Address","Occurrences","Indexability","Indexability Status","Canonical Link Element 1","HTTP Canonical","Meta Robots 1","X-Robots-Tag 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1"
"https://magicworksitsolutions.com/blog/strengthen-your-content-strategy-with-customer-input","1","Indexable","","https://magicworksitsolutions.com/blog/strengthen-your-content-strategy-with-customer-input","","index, follow","","","","",""
"https://magicworksitsolutions.com/blog/geo-for-indian-businesses-2026","1","Indexable","","https://magicworksitsolutions.com/blog/geo-for-indian-businesses-2026","","index, follow","","","","",""
"https://magicworksitsolutions.com/services/digital-marketing/site-performance-conversion","1","Indexable","","https://magicworksitsolutions.com/services/digital-marketing/site-performance-conversion","","index, follow","","","","",""
"https://magicworksitsolutions.com/services/digital-marketing/linkedin-organic-social","1","Indexable","","https://magicworksitsolutions.com/services/digital-marketing/linkedin-organic-social","","index, follow","","","","",""
"https://magicworksitsolutions.com/work/simplidistance-mba-enrollments","1","Indexable","","https://magicworksitsolutions.com/work/simplidistance-mba-enrollments","","index, follow","","","","",""
"https://magicworksitsolutions.com/blog/the-essential-guide-to-social-media-marketing-dos-and-donts","1","Indexable","","https://magicworksitsolutions.com/blog/the-essential-guide-to-social-media-marketing-dos-and-donts","","index, follow","","","","",""
"https://magicworksitsolutions.com/services/digital-marketing/google-ads-search-marketing","1","Indexable","","https://magicworksitsolutions.com/services/digital-marketing/google-ads-search-marketing","","index, follow","","","","",""
"https://magicworksitsolutions.com/services/digital-marketing/email-marketing","1","Indexable","","https://magicworksitsolutions.com/services/digital-marketing/email-marketing","","index, follow","","","","",""
"https://magicworksitsolutions.com/services/digital-marketing/meta-ads","1","Indexable","","https://magicworksitsolutions.com/services/digital-marketing/meta-ads","","index, follow","","","","",""
"https://magicworksitsolutions.com/services/digital-marketing/thought-leadership-geo","1","Indexable","","https://magicworksitsolutions.com/services/digital-marketing/thought-leadership-geo","","index, follow","","","","",""
"https://magicworksitsolutions.com/services/digital-marketing/youtube-video-optimisation","1","Indexable","","https://magicworksitsolutions.com/services/digital-marketing/youtube-video-optimisation","","index, follow","","","","",""
"https://magicworksitsolutions.com/services/digital-marketing/gmb-optimisation","1","Indexable","","https://magicworksitsolutions.com/services/digital-marketing/gmb-optimisation","","index, follow","","","","",""
"https://magicworksitsolutions.com/services/digital-marketing/full-funnel-programme","1","Indexable","","https://magicworksitsolutions.com/services/digital-marketing/full-funnel-programme","","index, follow","","","","",""
"https://magicworksitsolutions.com/group","1","Indexable","","https://magicworksitsolutions.com/group","","index, follow","","","","",""
"https://magicworksitsolutions.com/services/ai-consultation/embedded-advisor","1","Indexable","","https://magicworksitsolutions.com/services/ai-consultation/embedded-advisor","","index, follow","","","","",""
"https://magicworksitsolutions.com/tools/ai-readiness-assessment","1","Indexable","","https://magicworksitsolutions.com/tools/ai-readiness-assessment","","index, follow","","","","",""
"https://magicworksitsolutions.com/services/digital-marketing/seo-aeo","1","Indexable","","https://magicworksitsolutions.com/services/digital-marketing/seo-aeo","","index, follow","","","","",""
"https://magicworksitsolutions.com/services/ai-consultation/workshop","1","Indexable","","https://magicworksitsolutions.com/services/ai-consultation/workshop","","index, follow","","","","",""
"https://magicworksitsolutions.com/services/ai-consultation/vendor-sprint","1","Indexable","","https://magicworksitsolutions.com/services/ai-consultation/vendor-sprint","","index, follow","","","","",""
"https://magicworksitsolutions.com/careers/web-developer-full-stack","1","Indexable","","https://magicworksitsolutions.com/careers/web-developer-full-stack","","index, follow","","","","",""
"https://magicworksitsolutions.com/careers/seo-aeo-geo-intern","1","Indexable","","https://magicworksitsolutions.com/careers/seo-aeo-geo-intern","","index, follow","","","","",""
"https://magicworksitsolutions.com/services/ai-consultation/process-audit","1","Indexable","","https://magicworksitsolutions.com/services/ai-consultation/process-audit","","index, follow","","","","",""
"https://magicworksitsolutions.com/careers/digital-marketing-intern","1","Indexable","","https://magicworksitsolutions.com/careers/digital-marketing-intern","","index, follow","","","","",""
"https://magicworksitsolutions.com/careers/performance-marketing-executive","1","Indexable","","https://magicworksitsolutions.com/careers/performance-marketing-executive","","index, follow","","","","",""
"https://magicworksitsolutions.com/careers/sales-executive-ai-product","1","Indexable","","https://magicworksitsolutions.com/careers/sales-executive-ai-product","","index, follow","","","","",""
"https://magicworksitsolutions.com/careers/digital-marketing-sales-executive","1","Indexable","","https://magicworksitsolutions.com/careers/digital-marketing-sales-executive","","index, follow","","","","",""
"https://magicworksitsolutions.com/insights/reports/platform-strategy-checklist","1","Indexable","","https://magicworksitsolutions.com/insights/reports/platform-strategy-checklist","","index, follow","","","","",""
"https://magicworksitsolutions.com/careers/nextjs-developer","1","Indexable","","https://magicworksitsolutions.com/careers/nextjs-developer","","index, follow","","","","",""
"https://magicworksitsolutions.com/careers/seo-executive","1","Indexable","","https://magicworksitsolutions.com/careers/seo-executive","","index, follow","","","","",""
"https://magicworksitsolutions.com/careers/digital-marketing-manager","1","Indexable","","https://magicworksitsolutions.com/careers/digital-marketing-manager","","index, follow","","","","",""
"https://magicworksitsolutions.com/insights/reports/ai-readiness-playbook","1","Indexable","","https://magicworksitsolutions.com/insights/reports/ai-readiness-playbook","","index, follow","","","","",""
"https://magicworksitsolutions.com/insights/reports/ai-native-website-spec-sheet","1","Indexable","","https://magicworksitsolutions.com/insights/reports/ai-native-website-spec-sheet","","index, follow","","","","",""
"https://magicworksitsolutions.com/insights/reports/ai-search-visibility-playbook","1","Indexable","","https://magicworksitsolutions.com/insights/reports/ai-search-visibility-playbook","","index, follow","","","","",""
"https://magicworksitsolutions.com/insights/reports/manufacturers-growth-playbook","1","Indexable","","https://magicworksitsolutions.com/insights/reports/manufacturers-growth-playbook","","index, follow","","","","",""
"https://magicworksitsolutions.com/insights/reports/ai-for-professional-services","1","Indexable","","https://magicworksitsolutions.com/insights/reports/ai-for-professional-services","","index, follow","","","","",""
"https://magicworksitsolutions.com/authors/swapnil-ughade","1","Indexable","","https://magicworksitsolutions.com/authors/swapnil-ughade","","index, follow","","","","",""
