"Address","Title 1","Occurrences","HTML hreflang 1","HTML hreflang 1 URL","HTTP hreflang 1","HTTP hreflang 1 URL","Sitemap hreflang 1","Sitemap hreflang 1 URL","Indexability","Indexability Status"
"https://magicworksitsolutions.com/careers/seo-aeo-geo-intern","SEO / AEO / GEO Intern · Careers · MagicWorks · MagicWorks","0","","","","","","","Indexable",""
"https://magicworksitsolutions.com/services/ai-consultation/process-audit","AI Process Audit & Roadmap · MagicWorks · MagicWorks","0","","","","","","","Indexable",""
"https://magicworksitsolutions.com/careers/digital-marketing-intern","Digital Marketing Intern · Careers · MagicWorks · MagicWorks","0","","","","","","","Indexable",""
"https://magicworksitsolutions.com/careers/performance-marketing-executive","Performance Marketing Executive · Careers · MagicWorks · MagicWorks","0","","","","","","","Indexable",""
"https://magicworksitsolutions.com/careers/sales-executive-ai-product","Sales Executive — AI Product · Careers · MagicWorks · MagicWorks","0","","","","","","","Indexable",""
"https://magicworksitsolutions.com/careers/digital-marketing-sales-executive","Digital Marketing Sales Executive · Careers · MagicWorks · MagicWorks","0","","","","","","","Indexable",""
"https://magicworksitsolutions.com/insights/reports/platform-strategy-checklist","Platform Strategy Checklist (Free) · 22 Decisions Before You Build · MagicWorks","0","","","","","","","Indexable",""
"https://magicworksitsolutions.com/careers/nextjs-developer","Next.js Developer · Careers · MagicWorks · MagicWorks","0","","","","","","","Indexable",""
"https://magicworksitsolutions.com/careers/seo-executive","SEO Executive · Careers · MagicWorks · MagicWorks","0","","","","","","","Indexable",""
"https://magicworksitsolutions.com/careers/digital-marketing-manager","Digital Marketing Manager · Careers · MagicWorks · MagicWorks","0","","","","","","","Indexable",""
"https://magicworksitsolutions.com/insights/reports/ai-readiness-playbook","AI Readiness Playbook (Free) · A Founder's Guide to AI Without the Hype · MagicWorks","0","","","","","","","Indexable",""
"https://magicworksitsolutions.com/insights/reports/ai-native-website-spec-sheet","AI-Native Website Spec Sheet (Free) · What to Demand From Your Next Build · MagicWorks","0","","","","","","","Indexable",""
"https://magicworksitsolutions.com/insights/reports/ai-search-visibility-playbook","AI Search Visibility Playbook (Free) · Get Cited by ChatGPT & AI Search","0","","","","","","","Indexable",""
"https://magicworksitsolutions.com/insights/reports/manufacturers-growth-playbook","The Manufacturer's Growth Playbook (Free) · From Referrals to Predictable Inbound · MagicWorks","0","","","","","","","Indexable",""
"https://magicworksitsolutions.com/insights/reports/ai-for-professional-services","AI for Professional Services Firms (Free) · A Partner's Guide to Confidentiality, Process & ROI · MagicWorks","0","","","","","","","Indexable",""
"https://magicworksitsolutions.com/authors/swapnil-ughade","Swapnil Ughade · Author · MagicWorks","0","","","","","","","Indexable",""
